"","ID","REGION","SUBREGION","COUNTRY","PROGRAM_NAME","PROGRAM_CODE","YEAR","SITE_CODE","SITE_NAME","LAT","LON","WATER_DEPTH","SOURCES","COUNTRY_CODE"
"2668",9002861,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","97.10.7E.1.26.8N","Karang Umang",1.43555555555556,97.1686111111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2669",9002995,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002","99.5120E.2.2168S","Katiet Patch Reef",-2.2168,99.512,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2670",9000484,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2008","121.19.46.5E.1.4.21.1S","Kayunyole",-1.07252777777778,121.329583333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2671",9002212,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","5S110E3","Kecil Island",-5.82361111111111,110.506388888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2672",9000707,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","123.53.454E.5.44.265S","Kollozoa Reef",-5.73775,123.890888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2673",9000227,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005,2006","112.40.40.7E.8.26.21.7S","Kondang Buntung",-8.43936111111111,112.677972222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2674",9000741,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","123.59.555E.5.45.250S","Kulati Wreck",-5.75416666666667,123.992583333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2675",9000201,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2006","110.14.16.6E.5.46.25.9S","Kumbang Island- Southeast Side",-5.77386111111111,110.237944444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2676",9000447,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002,2003","119.80578E.0.14656S","Labuana 1",-0.146555555555556,119.805777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2677",9000448,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002,2003","119.80838E.0.13988N","Labuana 2",0.139888888888889,119.808388888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2678",9000446,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002,2004","119.79910E.0.15014N","Labuana 3",0.150138888888889,119.799111111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2679",9002956,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","98.29.57E.1.40.3N","Labuhan Kapal, Mursala Island",1.6675,98.4991666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2680",9002376,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","6S120E1","Latondu",-6.62944444444445,120.862777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2681",9000341,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2000","116.42.25E.8.17.33.6S","Lawang Luar",-8.29266666666667,116.706944444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2682",9000110,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002","105.51.736E.5.57.25E","Legon Waru- Sangyang",-5.95416666666667,105.862277777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2683",9000850,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","124.48.695E.1.37.179S","Lekuan 3",-1.61963888888889,124.800944444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2684",9000846,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2000","124.45.13E.1.37.15S","Lekuan 3",-1.62083333333333,124.753611111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2685",9000847,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002","124.46.3E.01.36.4S","Lekuan 3",-1.60111111111111,124.7675,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2686",9000306,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002","114.26.30E.7.47.38S","Lempuyang",-7.79388888888889,114.441666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2687",9000301,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","114.25.55.3E.7.47.19S","Lempuyang",-7.78861111111111,114.432027777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2688",9001799,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","2N118E2","Lighthouse Point",2.20277777777778,118.238888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2689",9002837,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","95.52.25.6E.2.36.50.5N","Linggan",2.61402777777778,95.8737777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2690",9000697,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","123.51.802E.5.46.378S","Lintea atoll (reef on right)",-5.77297222222222,123.863361111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2691",9000696,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","123.51.739E.5.46.429S","Lintea Atoll (reef on right)",-5.77380555555556,123.862305555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2692",9000686,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","123.49.331E.5.87.77S","Lintea Atoll, reef on left",-5.81283333333333,123.822222222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2693",9000660,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","123.46.209E.5.34.453S","Lintea Kaledupa",-5.57422222222222,123.770138888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2694",9002978,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","99.18.762E.1.54.004S","Luna Park",-1.90006666666667,99.3127777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2695",9000335,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","116.02.35E.8.20.43S","Makmur",-8.34527777777778,116.043055555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2696",9000503,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999","122.0.268E.0.15.416S","Malenge Reef 2",-0.256944444444444,122.004472222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2697",9000486,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2008","121.29.34.8E.0.53.40.9S","Malotong",-0.894694444444444,121.493,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2698",9001654,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","1N124E1","Manga Tasik",1.40083333333333,124.644444444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2699",9000472,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2007","120.49.26E.2.44.22.23S","Mangkasa Point",-2.7395,120.823888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2700",9000391,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","118.40195E.2.09572S","Manta Avenue",-2.1125,118.401944444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2701",9000386,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","118.24.3.6E.2.5.168S","Manta Avenue",-2.08338,118.401,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2702",9000712,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","123.53.603E.5.45.504S","Mari Mabuk Reef",-5.75838888888889,123.893388888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2703",9000608,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2004","123.42.41.2E.05.27.43.2S","Matingola",-5.462,123.711444444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2704",9000637,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001,2003","123.44.651E.5.32.928S","Matingola Village",-5.54880555555556,123.744166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2705",9003097,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001,2002,2003,2004,2005","NSMayangSari","Mayang Sari Bay",1.18333333333333,104.316666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2706",9000574,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","123.29.367E.5.19.548S","Mendati Village (reef on left)",-5.32580555555556,123.489444444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2707",9000575,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","123.30.367E.5.20.28S","Mendati Village (reef on left)",-5.338,123.506111111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2708",9000225,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2004","110.4119E.5.89899S","Menjangan Besar",-5.899,110.411888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2709",9000217,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005,2006,2008","110.25.14.9E.5.53.31.1S","Menjangan Besar",-5.89197222222222,110.420805555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2710",9000226,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2000","110.42361E.5.89899S","Menjangan Besar",-5.91555555555556,110.423611111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2711",9000216,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","110.24.54.6E.05.52.44.6S","Menjangan Besar Island",-5.87905555555556,110.415166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2712",9000223,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2000,2004","110.40467E.5.88647S","Menjangan Kecil",-5.88638888888889,110.404722222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2713",9000215,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005,2006,2008","110.24.22.3E.5.53.22.9S","Menjangan Kecil",-5.88969444444444,110.406194444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2714",9000214,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","110.24.17E.05.53.21.4S","Menjangan Kecil",-5.88927777777778,110.404722222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2715",9002213,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","5S110E4","Menjangan Kecil Island",-5.875,110.403888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2716",9000336,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","116.03.05E.8.21.02S","Meno Slope",-8.35055555555556,116.051388888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2717",9000204,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003,2006","110.20.27E.05.47.38.5S","Menyawakan",-5.79402777777778,110.340833333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2718",9000206,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2006","110.20.58.4E.5.47.50.6S","Menyawakan Island- East Side",-5.79738888888889,110.349555555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2719",9000848,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002","124.48.14.6E.1.33.4.9N","Meras",1.55136111111111,124.804055555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2720",9002868,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","97.36.38.5E.1.24.39N","Musium Gunung Sitoli",1.41083333333333,97.6106944444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2721",9002029,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","3S128E1","Negeri Lima",-3.96666666666667,128.216666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2722",9000419,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","119.19.15.8E.5.4.42.5S","North Barang Caddi",-5.07847222222222,119.321055555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"NA.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725",9002838,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","95.6.46.5E.6.4.35.1N","North side of Pulau Rondo",6.07641666666667,95.1129166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"NA.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727",9002823,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","8S115E1","Nusa Penida",-8.43611111111111,115.8375,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2728",9000334,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","116.02.21E.8.15.02S","Nusa Tiga",-8.25055555555556,116.039166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2729",9000649,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","123.45.25E.5.27.19S","Outer Pinnacle",-5.45316666666667,123.754166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2730",9000202,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999,2001","110.20.05E.5.53.15S","P. Burung",-5.8875,110.334722222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2731",9000212,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999,2000,2001,2003","110.22.574E.05.49.827S","P. Cemara Kecil",-5.83044444444444,110.376222222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2732",9000209,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999,2001","110.21.6E.5.52.8S","P. Geleang",-5.86888888888889,110.351666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2733",9002030,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","3S135E1","P. Kumbur",-3.00247222222222,135.054833333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2734",9000213,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999,2001","110.24.12E.5.53.10S","P. Menjangan Besar",-5.88611111111111,110.403333333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2735",9000219,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999,2001","110.25.35E.5.53.49S","P. Menjangan Kecil",-5.89694444444444,110.426388888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2736",9000203,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999,2000,2001","110.20.17E.5.47.38S","P. Menyawakan",-5.79388888888889,110.338055555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2737",9002031,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","3S135E2","P. Nuburi",-3.28841666666667,135.092583333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2738",9000121,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","106.37.33E.5.51.30S","P. Pari (selatan)",-5.85833333333333,106.625833333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2739",9002032,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1997","3S135E3","P. Pepaya",-3.22613888888889,135.082472222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2740",9000120,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","106.37.10E.5.44.72S","P. Pramuka (timur)",-5.73333333333333,106.619444444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2741",9000473,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","120.57.516E.6.33.384S","P. Rajuni Kecil",-6.55638888888889,120.958611111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2742",9000477,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","120.89.499E.6.33.083S","P. Rajuni Kecil (selatan)",-6.55138888888889,120.991666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2743",9000457,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","120.0.239E.6.31.919S","P. Rajuni Kecil (timur)",-6.53197222222222,121.003972222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2744",9000016,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","100.21.9.7E.0.9.15.4S","Pagang Island",-0.154277777777778,100.352694444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2745",9000104,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002","105.14.13E.5.39.52S","Pahawang Island",-5.66444444444444,105.236944444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2746",9000644,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003,2004","123.45.18E.05.57.56S","Pak Kasims",-5.96555555555556,123.755,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2747",9000643,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001,2005","123.45.179E.5.27.569S","Pak Kasims (reef on left)",-5.45947222222222,123.752972222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2748",9000414,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","119.05.51.3E.05.02.10.5S","Palau Langkai",-5.03625,119.097583333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2749",9000413,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","119.04.46.2E.04.58.56S","Palau Lanyukang",-4.98222222222222,119.0795,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2750",9000495,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999","121.56.919E.0.19.135S","Pangempa Reef",-0.318916666666667,121.948638888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2751",9002830,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","95.16.13E.5.51.17N","Pantai Gapang",5.85472222222222,95.2702777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2752",9002833,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","95.31.41.2E.5.38.47.8N","Pasir Putih",5.64661111111111,95.5281111111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2753",9000152,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","108.39.9.2E.7.42.18.2S","Pasir Putih Barat",-7.70505555555556,108.652555555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2754",9000431,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001,2002,2003","119.37.26E.0.5.29N","Pasoso 1",0.0913888888888889,119.623888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2755",9000430,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001,2002,2003","119.37.24.5E.0.5.6.8N","Pasoso 2",0.0852222222222222,119.623472222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2756",9000445,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002,2003","119.61657E.0.08918N","Pasoso 3",0.0891666666666667,119.616583333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2757",9000429,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","119.36.54.7E.0.5.45.6N","Pasoso 3",0.096,119.615194444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2758",9000428,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2002,2003","119.36.51E.0.5.40N","Pasoso 4",0.0944444444444444,119.614166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2759",9000672,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2004","123.48.10.1E.5.49.2.2S","Pastel",-5.81727777777778,123.802805555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2760",9002860,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","97.10.23E.1.24.39N","Pelabuhan Lahewa",1.41083333333333,97.1730555555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2761",9000320,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2000","114.6685200E.8.1407600S","Pemuteran (Pertemuan Dekat)",-8.14083333333333,114.668611111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2762",9000014,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","100.20.32.4E.0.59.32.6S","Pisang Gadang Island",-0.992388888888889,100.342333333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2763",9002960,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","98.45.42.8E.1.42.51.8N","Poncan Gadang Island",1.71438888888889,98.7618888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2764",9000328,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001,2002","115.28.125E.8.38S","Pontoon Kecil dan Besar",-8.63333333333333,115.46875,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2765",9000315,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999","114.30.189E.8.5.757S","Pos 1",-8.09594444444445,114.503138888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2766",9000316,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999","114.31.705E.8.05.852S","Pos 2",-8.09752777777778,114.528416666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"NA.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",9002864,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","97.23.23.2E.2.18.6.9N","Pulau Bagu",2.30191666666667,97.3897777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2770",9002865,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","97.24.2.8E.2.18.25.7N","Pulau Bagu",2.30713888888889,97.4007777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2771",9000119,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2007","106.36.16E.5.36.20.2S","Pulau Belanda",-5.60561111111111,106.604444444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2772",9000117,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2007","106.34.48.1E.5.36.30.4S","Pulau Bira Besar",-5.60844444444444,106.580027777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2773",9002832,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","95.23.12.8E.5.41.7.2N","Pulau Buro",5.68533333333333,95.3868888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2774",9000345,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","116.52.12E.8.28.65S","Pulau Kalong 1",-8.4775,116.868666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2775",9000346,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","116.52.82E.8.29.685S","Pulau Kalong 2",-8.49475,116.880333333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2776",9002943,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","98.20.831E.1.58.107N","Pulau Karang",1.96844444444444,98.3471944444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2777",9000116,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2007","106.34.4.1E.5.36.22S","Pulau Kayu Angin Bira",-5.60611111111111,106.567805555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2778",9002866,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","97.25.59.1E.0.55.5.8N","Pulau Lafandra",0.918277777777778,97.4330833333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2779",9002863,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","97.22.21E.0.52.27N","Pulau Langu",0.874166666666667,97.3725,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2780",9000344,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","116.50.32E.8.27.65S","Pulau Panjang 1",-8.46083333333333,116.838666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2781",9000347,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","116.55.75E.8.26.12S","Pulau Panjang 2",-8.43533333333333,116.929166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2782",9000494,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2008","121.40.7.1E.0.52.22.4S","Pulau Pasir",-0.872888888888889,121.668638888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2783",9002839,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","95.7.15.4E.6.4.21N","Pulo Rondo II",6.0725,95.1209444444444,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"NA.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785",9002958,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","98.35.41.6E.1.38.38.5N","Putih Island",1.64402777777778,98.5948888888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2786",9000647,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","123.45.23E.05.26.34N","Ridge 1 Hoga Island",-5.44277777777778,123.756388888889,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2787",9000641,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2001","123.45.138E.5.26.565S","Ridge 1 Hoga Island",-5.44275,123.752305555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"NA.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",9002829,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003,2004","95.15.28E.5.52.48N","Rubiah Pier",5.88,95.2577777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2790",9000450,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2000","119.82168E.8.52388S","Saboloh Besar",-8.52388888888889,119.821666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2791",9000449,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2000","119.80897E.8.54208S","Saboloh Kecil",-8.55861111111111,119.825555555556,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2792",9000425,"Asia","Southeast Asia","Indonesia","Reef Check","RC","1999","119.20.332E.5.20.332S","Samalona Island",-5.33886111111111,119.338861111111,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2793",9000221,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2006","110.35.9.9E.5.50.46.5S","Sambangan Island",-5.84625,110.586083333333,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2794",9000616,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","123.43.186E.5.28.154S","Sampela 3",-5.46922222222222,123.719777777778,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2795",9000631,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2005","123.44.264E.5.28.474S","Sampela 4",-5.47455555555556,123.737722222222,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2796",9000627,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2004","123.43.96E.5.27.45S","Sampela Buoy 1",-5.4575,123.732666666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2797",9000639,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","123.44.95E.5.28.975S","Sampela Buoy 2 (reef on right)",-5.48291666666667,123.749166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
"2798",9000635,"Asia","Southeast Asia","Indonesia","Reef Check","RC","2003","123.44.57E.05.28.58S","Sampela Buoy 3",-5.48277777777778,123.749166666667,"","Reef Check Foundation, rcdata@reefcheck.org","IDN"
