"","ID","REGION","SUBREGION","COUNTRY","SITE_CODE","IUCNCAT_CODE","LAT","LON","YEAR_ESTABLISH","TYPE","CODE","NAME","MARINE_EXISTING","LITTORAL_EXISTING","CORAL_EXISTING","REEF_AREA_SIZE","SEAGRASS_EXISTING","MANGROVE_EXISTING","COUNTRY_CODE"
"1191",2474,"Americas","U.S. Caribbean","United States",12999,"IV",29.9103,-93.5809,0,"National Wildlife Refuge","NWR","Sabine",0,1,0,56428,0,0,"USA"
"1192",2475,"Americas","U.S. Caribbean","United States",12999,"IV",29.9103,-93.5809,0,"National Wildlife Refuge","NWR","Sabine",0,1,0,56428,0,0,"USA"
"1193",2651,"Americas","U.S. Caribbean","United States",13016,"IV",33.3234,-115.6547,0,"National Wildlife Refuge","NWR","Salton Sea",0,1,0,15208,0,0,"USA"
"1194",2652,"Americas","U.S. Caribbean","United States",13016,"IV",33.3234,-115.6547,0,"National Wildlife Refuge","NWR","Salton Sea",0,1,0,15208,0,0,"USA"
"1195",2653,"Americas","U.S. Caribbean","United States",13016,"IV",33.3234,-115.6547,0,"National Wildlife Refuge","NWR","Salton Sea",0,1,0,15208,0,0,"USA"
"1196",2654,"Americas","U.S. Caribbean","United States",13016,"IV",33.3234,-115.6547,0,"National Wildlife Refuge","NWR","Salton Sea",0,1,0,15208,0,0,"USA"
"1197",2655,"Americas","U.S. Caribbean","United States",13016,"IV",33.3234,-115.6547,0,"National Wildlife Refuge","NWR","Salton Sea",0,1,0,15208,0,0,"USA"
"1198",2615,"Americas","U.S. Caribbean","United States",70906,"IV",32.9,-118.5,0,"Reserve","R","San Clemente Island",1,0,0,0,0,0,"USA"
"1199",2614,"Americas","U.S. Caribbean","United States",13044,"IV",32.883333,-117.25,0,"Marine Life Reserve","MLR","San Diego",1,0,0,172,0,0,"USA"
"1200",2613,"Americas","U.S. Caribbean","United States",70908,"IV",32.867001,-117.266998,0,"Ecological Reserve","ER","San Diego - LaJolla",1,0,0,518,0,0,"USA"
"1201",2616,"Americas","U.S. Caribbean","United States",70907,"IV",32.917,-117.282997,0,"Underwater Park","UP","San Diego - LaJolla",1,0,0,390,0,0,"USA"
"1202",2485,"Americas","U.S. Caribbean","United States",23057,"V",30.167387,-84.211266,1964,"State Park","SP","San Marcos de Apalache",0,1,0,0,0,0,"USA"
"1203",2648,"Americas","U.S. Caribbean","United States",70904,"Unknown",33.25,-119.5,0,"Reserve","R","San Nicholas Island and Begg Rock",1,0,0,0,0,0,"USA"
"1204",2662,"Americas","U.S. Caribbean","United States",70905,"Unknown",33.416667,-118.416667,0,"Reserve","R","Santa Catalina Island",1,0,1,0,0,0,"USA"
"1205",2713,"Americas","U.S. Caribbean","United States",13014,"V",34.0535,-118.7384,1978,"National Recreation Area","NRA","Santa Monica Mountains",0,1,0,60729,0,0,"USA"
"1206",2714,"Americas","U.S. Caribbean","United States",13014,"V",34.0535,-118.7384,1978,"National Recreation Area","NRA","Santa Monica Mountains",0,1,0,60729,0,0,"USA"
"1207",2715,"Americas","U.S. Caribbean","United States",13014,"V",34.0535,-118.7384,1978,"National Recreation Area","NRA","Santa Monica Mountains",0,1,0,60729,0,0,"USA"
"1208",2716,"Americas","U.S. Caribbean","United States",13014,"V",34.0535,-118.7384,1978,"National Recreation Area","NRA","Santa Monica Mountains",0,1,0,60729,0,0,"USA"
"1209",2717,"Americas","U.S. Caribbean","United States",13014,"V",34.0535,-118.7384,1978,"National Recreation Area","NRA","Santa Monica Mountains",0,1,0,60729,0,0,"USA"
"1210",2718,"Americas","U.S. Caribbean","United States",13014,"V",34.0535,-118.7384,1978,"National Recreation Area","NRA","Santa Monica Mountains",0,1,0,60729,0,0,"USA"
"1211",2719,"Americas","U.S. Caribbean","United States",13014,"V",34.0535,-118.7384,1978,"National Recreation Area","NRA","Santa Monica Mountains",0,1,0,60729,0,0,"USA"
"1212",2517,"Americas","U.S. Caribbean","United States",21065,"IV",31.4519,-81.2781,1976,"National Estuarine Research Reserve","NERR","Sapelo Island",0,1,0,7269,0,0,"USA"
"1213",2533,"Americas","U.S. Caribbean","United States",2862,"IV",32.2,-81.13,1927,"National Wildlife Refuge","NWR","Savannah",0,1,0,11323,0,0,"USA"
"1214",2469,"Americas","U.S. Caribbean","United States",22441,"V",29.7378,-94.0441,0,"State Park","SP","Sea Rim",1,0,0,6115,0,0,"USA"
"1215",2460,"Americas","U.S. Caribbean","United States",168255,"IV",29.433333,-91.85,1907,"National Wildlife Refuge","NWR","Shell Keys",0,1,0,0,0,0,"USA"
"1216",2682,"Americas","U.S. Caribbean","United States",70901,"IV",33.516667,-117.75,0,"Marine Life Reserve","MLR","South Laguna Beach",1,0,0,65,0,0,"USA"
"1217",2472,"Americas","U.S. Caribbean","United States",23056,"V",29.8466,-85.4077,1964,"State Park","SP","St. Joseph Peninsula",0,1,0,0,0,0,"USA"
"1218",2292,"Americas","U.S. Caribbean","United States",29737,"V",27.1468,-80.1598,1965,"State Park","SP","St. Lucie Inlet",0,1,0,175,0,1,"USA"
"1219",2477,"Americas","U.S. Caribbean","United States",2891,"IV",30.1373,-84.1311,1931,"National Wildlife Refuge","NWR","St. Marks",1,1,0,26467,1,0,"USA"
"1220",2478,"Americas","U.S. Caribbean","United States",2891,"IV",30.1373,-84.1311,1931,"National Wildlife Refuge","NWR","St. Marks",1,1,0,26467,1,0,"USA"
"1221",2479,"Americas","U.S. Caribbean","United States",2891,"IV",30.1373,-84.1311,1931,"National Wildlife Refuge","NWR","St. Marks",1,1,0,26467,1,0,"USA"
"1222",2480,"Americas","U.S. Caribbean","United States",2891,"IV",30.1373,-84.1311,1931,"National Wildlife Refuge","NWR","St. Marks",1,1,0,26467,1,0,"USA"
"1223",2481,"Americas","U.S. Caribbean","United States",2891,"IV",30.1373,-84.1311,1931,"National Wildlife Refuge","NWR","St. Marks",1,1,0,26467,1,0,"USA"
"1224",2482,"Americas","U.S. Caribbean","United States",2891,"IV",30.1373,-84.1311,1931,"National Wildlife Refuge","NWR","St. Marks",1,1,0,26467,1,0,"USA"
"1225",2483,"Americas","U.S. Caribbean","United States",2891,"IV",30.1373,-84.1311,1931,"National Wildlife Refuge","NWR","St. Marks",1,1,0,26467,1,0,"USA"
"1226",2465,"Americas","U.S. Caribbean","United States",2952,"IV",29.653,-85.1233,1968,"National Wildlife Refuge","NWR","St. Vincent",0,1,0,5054,0,0,"USA"
"1227",2251,"Americas","U.S. Caribbean","United States",168254,"IV",25.866667,-81.666667,1996,"National Wildlife Refuge","NWR","Ten Thousand Islands",0,1,0,8100,0,1,"USA"
"1228",2601,"Americas","U.S. Caribbean","United States",21055,"IV",32.516998,-117.116997,1982,"National Estuarine Research Reserve","NERR","Tijuana River",1,1,0,1013,0,0,"USA"
"1229",2617,"Americas","U.S. Caribbean","United States",13052,"III",32.9197,-117.2501,1969,"State Reserve","SR","Torrey Pines",1,0,0,0,0,0,"USA"
"1230",2531,"Americas","U.S. Caribbean","United States",2866,"IV",32.0418,-80.9177,1933,"National Wildlife Refuge","NWR","Tybee Island",0,1,0,40,0,0,"USA"
"1231",1941,"Americas","U.S. Caribbean","United States",71038,"IV",21.26664,-157.8,0,"Marine Life Conservation District","MLCD","Waikiki",1,0,1,30,0,0,"USA"
"1232",1940,"Americas","U.S. Caribbean","United States",71036,"Unknown",21.25146,-157.783333,0,"","","Waikiki Island - Diamond Head",1,0,1,0,0,0,"USA"
"1233",1880,"Americas","U.S. Caribbean","United States",21029,"IV",19.984898,-155.832913,1985,"Marine Life Conservation District","MLCD","Wailea Bay",1,0,0,14,0,0,"USA"
"1234",2006,"Americas","U.S. Caribbean","United States",71031,"Unknown",21.958229,-159.673282,1974,"State Park","SP","Waimea State Recreation Pier",1,0,0,2,0,0,"USA"
"1235",2525,"Americas","U.S. Caribbean","United States",2869,"IV",31.9,-81,1968,"National Wildlife Refuge","NWR","Wassaw Island",0,1,0,4075,0,0,"USA"
"1236",2488,"Americas","U.S. Caribbean","United States",21059,"IV",30.31,-87.58,1986,"National Estuarine Research Reserve","NERR","Weeks Bay",0,1,0,1483,0,0,"USA"
"1237",2510,"Americas","U.S. Caribbean","United States",2867,"IV",31.3515,-81.3163,1930,"National Wildlife Refuge","NWR","Wolf Island",0,1,0,2074,0,0,"USA"
"1238",1690,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",300,"IV",17.786556,-64.62007,1969,"National Wildlife Refuge","NWR","Buck Island",0,1,0,18,0,0,"VIR"
"1239",1691,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",1047,"III",17.789092,-64.630361,1961,"National Monument","NaM","Buck Island Reef",1,1,1,356,0,0,"VIR"
"1240",1731,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",300333,"Unknown",18.3,-64.875,1994,"Marine Reserve and Wildlife Sanctuary","","Cas Cay/Mangrove Lagoon",1,1,0,0,0,1,"VIR"
"1241",1732,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",300334,"Unknown",18.3,-64.866666,1992,"Marine Reserve and Wildlife Sanctuary","","Compass Point Pond",0,1,0,0,0,0,"VIR"
"1242",1689,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",301,"IV",17.76711,-64.666667,1977,"National Wildlife Refuge","NWR","Green Cay",1,1,1,6,1,0,"VIR"
"1243",1709,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",220179,"IV",18.083333,-65.05,1999,"","","Hind Bank",1,0,1,4100,0,0,"VIR"
"1244",1686,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",13924,"IV",17.683333,-64.966667,0,"National Wildlife Refuge","NWR","Sandy Point",1,1,0,134,1,1,"VIR"
"1245",1730,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",300335,"Unknown",18.3,-64.85,1994,"Marine Reserve and Wildlife Sanctuary","","St James",1,1,1,0,1,0,"VIR"
"1246",1735,"Americas","U.S. Caribbean","Virgin Islands (U.S.)",342,"II",18.343084,-64.740841,1956,"National Park","NP","Virgin Islands",1,1,1,5308,1,1,"VIR"
"1247",3091,"Asia","North and East Asia","China",95674,"V",19.99829609,110.0690911,1986,"Nature Reserve","","Chaiqiaohongshulin",1,0,0,350,0,0,"CHN"
"1248",3104,"Asia","North and East Asia","China",96086,"IV",38.13,120.76,1982,"Nature Reserve","","Changdao",1,0,0,NA,0,0,"CHN"
"1249",3103,"Asia","North and East Asia","China",96045,"IV",39.28,122.58,1985,"Nature Reserve","","Changhaizhenxihaiyangshengwu",1,0,0,NA,0,0,"CHN"
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251",3095,"Asia","North and East Asia","China",95893,"V",18.26614,109.46067,1989,"Nature Reserve","","Dadonghaishanhujiao",1,0,0,14,0,0,"CHN"
"1252",3099,"Asia","North and East Asia","China",95916,"V",19.98926968,110.5567839,1983,"Local Nature Reserves Related Coastal and Marine","","Danzhou Shellfish",1,0,1,NA,0,0,"CHN"
"1253",3079,"Asia","North and East Asia","China",95595,"IV",22.594,114.67929,1983,"Local Nature Reserves Related Coastal and Marine","","Dayawan Bay Marine Fishery Resources",1,0,0,60000,0,0,"CHN"
"1254",3090,"Asia","North and East Asia","China",95665,"V",18.67735729,110.4845883,1987,"National Nature Reserves","","Dazhoudao Islands Marine Ecosystem NNR",1,0,1,6000,0,0,"CHN"
"1255",3094,"Asia","North and East Asia","China",95688,"V",16.67,112.83,1980,"Nature Reserve","","Dongdaobaijianniao",1,0,0,180,0,0,"CHN"
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257",3085,"Asia","North and East Asia","China",95656,"Ia",19.9699539,110.5787148,1986,"Nature Reserve","","Dongzhaiganghongshulin",1,0,0,3337,0,0,"CHN"
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259",2996,"Asia","North and East Asia","China",39574,"V",24.45,118.06667,NA,"Scenic Area","","Gu Lang Yu Dao",1,0,0,NA,0,0,"CHN"
"1260",3102,"Asia","North and East Asia","China",96044,"III",39.01608828,121.4670294,1986,"Nature Reserve","","Jinshitandizhi",1,0,0,NA,0,0,"CHN"
"1261",3077,"Asia","North and East Asia","China",95502,"V",24.3245986,118.0933112,1988,"Nature Reserve","","Jiulongjianghongshulin",1,0,0,200,0,0,"CHN"
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",3565,"Asia","North and East Asia","China",312027,"Unknown",20.6396,109.6835,2003,"Local Nature Reserves Related Coastal and Marine","","Leizhou Dongli Shellfish",1,0,0,NA,0,0,"CHN"
"1264",3566,"Asia","North and East Asia","China",312028,"Unset",20.3,109.47,2003,"Local Nature Reserves Related Coastal and Marine","","Leizhou Liushawan Bays Coral Reefs",1,0,1,NA,0,0,"CHN"
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268",3098,"Asia","North and East Asia","China",95899,"V",19.96491,109.83425,1986,"Local Nature Reserves Related Coastal and Marine","","Lingaojiao Coral Reefs",1,0,1,3467,0,0,"CHN"
"1269",3571,"Asia","North and East Asia","China",312029,"Unset",19.41,109.05,1992,"Local Nature Reserves Related Coastal and Marine","","Linqiangshidao Island Coral Reefs",1,0,1,NA,0,0,"CHN"
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",3562,"Asia","North and East Asia","China",312030,"Unknown",23.195,117.0415,2004,"Local Nature Reserves Related Coastal and Marine","","Na'ao Pingyu South Limuloid",1,0,0,NA,0,0,"CHN"
"1272",3563,"Asia","North and East Asia","China",312031,"Unknown",23.1624,117.1528,1991,"Local Nature Reserves Related Coastal and Marine","","Nanpengliedao Islands",1,0,0,NA,0,0,"CHN"
"1273",3080,"Asia","North and East Asia","China",95596,"V",22.41936456,113.798865,1988,"Nature Reserve","","Neilingding-futian",1,0,0,858,0,0,"CHN"
"NA.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275",3087,"Asia","North and East Asia","China",95659,"V",19.60970718,110.8390992,1981,"Nature Reserve","","Qinglanhongshulin",1,0,0,2948,0,0,"CHN"
"1276",3089,"Asia","North and East Asia","China",95661,"IV",19.33022201,110.4998829,1983,"Local Nature Reserves Related Coastal and Marine","","Qionghai Kelp",0,0,1,2500,0,0,"CHN"
"1277",3078,"Asia","North and East Asia","China",95534,"IV",37.31121424,122.5646552,1984,"Nature Reserve","","Rongchengtianee",1,0,0,NA,0,0,"CHN"
"1278",3101,"Asia","North and East Asia","China",96042,"IV",39.04,121.5,1986,"Nature Reserve","","Sanshandaohaizhenpin",1,0,0,NA,0,0,"CHN"
"1279",3084,"Asia","North and East Asia","China",95655,"Unset",18.21317519,109.6363615,1989,"National Nature Reserves","","Sanya Coral Reefs NNR",1,0,1,8500,0,0,"CHN"
"1280",3097,"Asia","North and East Asia","China",95895,"IV",18.25436,109.52386,1983,"Local Nature Reserves Related Coastal and Marine","","Sanya Shellfish",1,0,1,67,0,0,"CHN"
"1281",3096,"Asia","North and East Asia","China",95894,"V",18.17641,109.55677,1992,"Nature Reserve","","Sanyahe hongshulin",1,0,0,476,0,0,"CHN"
"1282",3082,"Asia","North and East Asia","China",95615,"V",21.56011497,109.7041123,1990,"Nature Reserve","","Shankou hongshulin",1,0,0,8000,0,0,"CHN"
"1283",3076,"Asia","North and East Asia","China",95432,"IV",41.0621951,121.856959,1988,"Nature Reserve","","Shuangtaihekou",1,0,0,NA,0,0,"CHN"
"1284",3088,"Asia","North and East Asia","China",95660,"II",19.65857887,111.0096817,1983,"National Nature Reserves","","Tongguling NNR",1,0,1,1333,0,0,"CHN"
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",3081,"Asia","North and East Asia","China",95614,"V",20.99,109.15,1982,"National Nature Reserves","","Weizhoudao Volcano National Geopark NNR",1,0,1,2600,0,0,"CHN"
"1287",3086,"Asia","North and East Asia","China",95658,"IV",19.85695774,110.9619569,1983,"Local Nature Reserves Related Coastal and Marine","","Wenchang Kelp",1,0,1,6500,0,0,"CHN"
"1288",3092,"Asia","North and East Asia","China",95677,"VI",19.96090633,109.6418906,1986,"Nature Reserve","","Wenlanjiang",1,0,0,300,0,0,"CHN"
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",3093,"Asia","North and East Asia","China",95678,"V",19.85355863,109.5446017,1986,"Nature Reserve","","Xinyinghongshulin",1,0,0,115,0,0,"CHN"
"1291",3568,"Asia","North and East Asia","China",312032,"Unknown",20.29864966,109.8931114,2000,"Local Nature Reserves Related Coastal and Marine","","Xuwen Large Yellow Croaker",1,0,1,NA,0,0,"CHN"
"1292",3083,"Asia","North and East Asia","China",95654,"V",18.22755,109.65394,1989,"Nature Reserve","","Yalongwanqingmeiganghongshulin",1,0,0,156,0,0,"CHN"
"1293",3100,"Asia","North and East Asia","China",96032,"IV",33.48205563,120.5140571,1992,"Nature Reserve","","Yancheng",1,0,0,453000,0,0,"CHN"
"1294",3127,"Asia","North and East Asia","Hong Kong",115671,"IV",22.20553446,114.2566525,1996,"Marine Reserve","","Cape D'Aguilar",1,0,0,NA,0,0,"HKG"
"1295",2889,"Asia","North and East Asia","Hong Kong",9926,"V",22.26436,114.27438,1979,"Country Park","","Clear Water Bay",1,0,0,615,0,0,"HKG"
"1296",3125,"Asia","North and East Asia","Hong Kong",115667,"V",22.467,114.333,1996,"Marine Park","","Hoi Ha Wan",1,1,1,NA,1,1,"HKG"
"1297",2992,"Asia","North and East Asia","Hong Kong",33800,"Unset",22.18333,114.2,1989,"Site of Special Scientific Interest (SSSI)","","Hoi Ha Wan",1,0,0,285,0,0,"HKG"
"1298",2993,"Asia","North and East Asia","Hong Kong",33801,"Unset",22.2,114.41667,1990,"Site of Special Scientific Interest (SSSI)","","Hok Tsui (Cape d'Aguilar)",1,0,0,32,0,0,"HKG"
"1299",2932,"Asia","North and East Asia","Hong Kong",12893,"IV",22.533,114.3,1979,"Special Area","","Kat O Chau",1,0,0,24,0,0,"HKG"
"1300",2925,"Asia","North and East Asia","Hong Kong",12401,"V",22.36335,114.28493,1979,"Country Park","","Kiu Tsui",1,0,0,100,0,0,"HKG"
"1301",2888,"Asia","North and East Asia","Hong Kong",9924,"V",22.25754,113.88744,1978,"Country Park","","Lantau North",1,0,0,2200,0,0,"HKG"
"1302",2926,"Asia","North and East Asia","Hong Kong",12404,"V",22.23477,113.92111,1978,"Country Park","","Lantau South",1,0,0,5640,0,0,"HKG"
"1303",2887,"Asia","North and East Asia","Hong Kong",9922,"V",22.38281,114.23561,1979,"Country Park","","Ma On Shan",1,0,0,2280,0,0,"HKG"
"1304",2891,"Asia","North and East Asia","Hong Kong",9930,"V",22.49592,114.20379,1978,"Country Park","","Pat Sin Leng",1,0,0,3125,0,0,"HKG"
"1305",2927,"Asia","North and East Asia","Hong Kong",12405,"V",22.52926,114.31349,1978,"Country Park","","Plover Cove",1,0,0,5224,0,0,"HKG"
"1306",2924,"Asia","North and East Asia","Hong Kong",12400,"V",22.41268,114.40425,1978,"Country Park","","Sai Kung East",1,0,0,4477,0,0,"HKG"
"1307",2890,"Asia","North and East Asia","Hong Kong",9927,"V",22.42791,114.30371,1978,"Country Park","","Sai Kung West",1,0,0,3000,0,0,"HKG"
"1308",3131,"Asia","North and East Asia","Hong Kong",145512,"V",22.36118081,113.8778314,1996,"Marine Park","","Sha Chau and Lung Kwu Chau",1,0,0,NA,0,0,"HKG"
"1309",2928,"Asia","North and East Asia","Hong Kong",12411,"V",22.24062,114.23878,1979,"Country Park","","Shek O",1,0,0,710,0,0,"HKG"
"1310",2991,"Asia","North and East Asia","Hong Kong",33756,"Unset",22.23333,114.21667,1975,"Site of Special Scientific Interest (SSSI)","","Tai Tam Harbour (Inner Bay)",1,0,0,NA,0,0,"HKG"
"1311",2982,"Asia","North and East Asia","Hong Kong",28418,"Unset",22.46667,114.2,1985,"Site of Special Scientific Interest (SSSI)","","Ting Kok",1,0,0,38,0,0,"HKG"
"1312",2983,"Asia","North and East Asia","Hong Kong",28419,"Unset",22.48333,114,1985,"Site of Special Scientific Interest (SSSI)","","Tsim Bei Tsui",1,0,0,2,0,0,"HKG"
"1313",3197,"Asia","North and East Asia","Hong Kong",303130,"V",22.54642964,114.4223501,2001,"Marine Park","","Tung Ping Chau",1,0,1,NA,0,0,"HKG"
"1314",3126,"Asia","North and East Asia","Hong Kong",115669,"V",22.51667,114.28333,1996,"Marine Park","","Yan Chau Tong",1,1,0,NA,1,1,"HKG"
"1315",3053,"Asia","North and East Asia","Japan",71177,"V",38,138.5,1971,"Marine Park","","Aikawa",1,0,0,NA,0,0,"JPN"
"1316",3199,"Asia","North and East Asia","Japan",304965,"II",36.11039062,133.1677526,1997,"Marine Park","","Ama",0,0,0,NA,0,0,"JPN"
"1317",3017,"Asia","North and East Asia","Japan",71140,"II",32.34575053,129.961649,1970,"Marine Park","","Amakusa",0,0,0,5,0,0,"JPN"
"1318",3016,"Asia","North and East Asia","Japan",71139,"II",24.239971,123.939603,1977,"Marine Park","","Aragusukujima Maibishi",0,0,1,48,0,0,"JPN"
"1319",3018,"Asia","North and East Asia","Japan",71141,"V",33.6416285,134.4986059,1971,"Marine Park","","Awa Oshima",0,0,0,16,0,0,"JPN"
"1320",3054,"Asia","North and East Asia","Japan",71178,"V",33.54394402,134.3124633,1972,"Marine Park","","Awa Takegashima",0,0,0,10,0,0,"JPN"
"1321",3047,"Asia","North and East Asia","Japan",71171,"II",32.72306307,128.8497519,1972,"Marine Park","","Fukue",0,0,0,11,0,0,"JPN"
"1322",2938,"Asia","North and East Asia","Japan",17030,"II",43.31667,145.3,1993,"National Wildlife Special Protected Area","","Furenko",1,0,0,NA,0,0,"JPN"
"1323",3051,"Asia","North and East Asia","Japan",71175,"V",33.546616,129.975478,1970,"Marine Park","","Genkai",0,0,0,46,0,0,"JPN"
"1324",3019,"Asia","North and East Asia","Japan",71142,"II",35.66667,135,1990,"Marine Park","","Goshikigahama",1,0,0,NA,0,0,"JPN"
"1325",3020,"Asia","North and East Asia","Japan",71143,"II",35.5,134.5,1971,"Marine Park","","Hamasaka",1,0,0,NA,0,0,"JPN"
"1326",2937,"Asia","North and East Asia","Japan",17029,"V",45.15,142.3333,1983,"National Wildlife Special Protected Area","","Hamatonbetsu Kutcharoko",1,0,0,NA,0,0,"JPN"
"1327",3021,"Asia","North and East Asia","Japan",71144,"V",41.33333,140.8333,1975,"Marine Park","","Hotokegaura",1,0,0,NA,0,0,"JPN"
"1328",3022,"Asia","North and East Asia","Japan",71145,"V",33.86183098,129.6758174,1978,"Marine Park","","Iki Tatsunoshima",0,0,0,9,0,0,"JPN"
"1329",3023,"Asia","North and East Asia","Japan",71146,"V",33.83194768,129.6569655,1978,"Marine Park","","Iki Tenagashima",0,0,0,10,0,0,"JPN"
"1330",3024,"Asia","North and East Asia","Japan",71147,"V",33.73145084,129.753045,1978,"Marine Park","","Iki Tsumagashima",0,0,0,10,0,0,"JPN"
"1331",3388,"Asia","North and East Asia","Japan",310803,"Unknown",24.44941385,124.1476533,1974,"Ptotected Water Surface","","Ishigaki Kabirawan",0,0,1,NA,1,1,"JPN"
"1332",3389,"Asia","North and East Asia","Japan",310816,"Unknown",24.41594703,124.0934119,1975,"Ptotected Water Surface","","Ishigaki Nagurawan",0,0,1,NA,0,0,"JPN"
"1333",3025,"Asia","North and East Asia","Japan",71148,"II",36.29976972,133.3621226,1975,"Marine Park","","Jodogaura",0,0,0,NA,0,0,"JPN"
"1334",3065,"Asia","North and East Asia","Japan",71189,"V",32.77736429,131.9107179,1974,"Marine Park","","Kamae",0,0,0,34,0,0,"JPN"
"1335",3026,"Asia","North and East Asia","Japan",71149,"V",27.74653954,129.0400775,1974,"Marine Park","","Kametoku",0,0,1,70,0,0,"JPN"
"1336",3027,"Asia","North and East Asia","Japan",71150,"V",28.50661365,129.6948929,1974,"Marine Park","","Kasari Hanto Higashi Kaigan",0,0,1,93,0,0,"JPN"
"1337",3048,"Asia","North and East Asia","Japan",71172,"II",32.78812934,132.7212319,1972,"Marine Park","","Kashinishi",0,0,0,17,0,0,"JPN"
"1338",3028,"Asia","North and East Asia","Japan",71151,"V",35.13298492,140.318745,1974,"Marine Park","","Katsuura",0,0,0,NA,0,0,"JPN"
"1339",3059,"Asia","North and East Asia","Japan",71183,"V",38.85972,142.2,1971,"Marine Park","","Kesennuma",1,0,0,NA,0,0,"JPN"
"1340",3055,"Asia","North and East Asia","Japan",71179,"V",37.5,137,1971,"Marine Park","","Kinoura",1,0,0,NA,0,0,"JPN"
"1341",3056,"Asia","North and East Asia","Japan",71180,"II",33.918204,136.201682,1975,"Marine Park","","Kumano Nada Nigijima",0,0,0,14,0,0,"JPN"
"1342",3029,"Asia","North and East Asia","Japan",71152,"II",36.11639437,132.9802954,1975,"Marine Park","","Kuniga",0,0,0,NA,0,0,"JPN"
"1343",3381,"Asia","North and East Asia","Japan",306572,"II",30.27018352,130.4113748,2002,"Marine Park","","Kurio",0,0,0,NA,0,0,"JPN"
"1344",3030,"Asia","North and East Asia","Japan",71153,"II",24.22233782,124.0331334,1977,"Marine Park","","Kuroshima Kyanguchi",0,0,1,46,0,0,"JPN"
"1345",3066,"Asia","North and East Asia","Japan",71190,"II",33.47972,135.753718,1970,"Marine Park","","Kushimoto",0,0,0,39,0,0,"JPN"
"1346",2940,"Asia","North and East Asia","Japan",17071,"IV",26.19688462,127.6833166,1977,"National Wildlife Protection Area","","Manko",0,1,0,250,0,1,"JPN"
"1347",3013,"Asia","North and East Asia","Japan",71112,"Unset",41.43,140,1974,"Fisheries Resources Protected Area","","Matsumae",1,0,0,NA,0,0,"JPN"
"1348",3067,"Asia","North and East Asia","Japan",71191,"V",35.5,136,1971,"Marine Park","","Mikata",1,0,0,NA,0,0,"JPN"
"1349",3070,"Asia","North and East Asia","Japan",71194,"V",32.67151248,131.8313042,1974,"Marine Park","","Minamikitaura",0,0,0,49,0,0,"JPN"
"1350",3122,"Asia","North and East Asia","Japan",102002,"II",34.056389,139.478107,1994,"Marine Park","","Miyakejima",0,0,0,52,0,0,"JPN"
"1351",3390,"Asia","North and East Asia","Japan",310818,"IV",24.38750382,124.1318979,2003,"National Wildlife Protection Area","","Nagura Amparu",0,1,1,NA,1,1,"JPN"
"1352",3052,"Asia","North and East Asia","Japan",71176,"V",31.55578215,131.4116089,1970,"Marine Park","","Nichinan",0,0,0,56,0,0,"JPN"
"1353",3072,"Asia","North and East Asia","Japan",71196,"II",27.12229361,142.17953,1972,"Marine Park","","Ogasawara",0,0,1,463,0,0,"JPN"
"1354",3031,"Asia","North and East Asia","Japan",71154,"V",37.83333,138.3333,1971,"Marine Park","","Ogi",1,0,0,NA,0,0,"JPN"
"1355",3032,"Asia","North and East Asia","Japan",71155,"V",26.5366401,127.9272606,1971,"Marine Park","","Okinawa Kaigan",0,0,1,140,0,0,"JPN"
"1356",3071,"Asia","North and East Asia","Japan",71195,"II",32.741955,132.495739,1972,"Marine Park","","Okinoshima",0,0,0,36,0,0,"JPN"
