"","ID","DISEASE_TYPE","YEAR","LAT","LON","REGION","SUBREGION","COUNTRY","LOCATION","NEAREST_TOWN","GENUS_SPECIES","PERCENTAGE_INCIDENCE","DISEASE_REMARKS","MORTALITY_PERCENTAGE","DISEASED_PERCENTAGE","REFERENCE_ID","REMARKS","COUNTRY_CODE","SOURCE"
"3890",1029,"White-band disease",1979,24.683,-80.996,"Americas","U.S. Caribbean","Florida (USA)","","Florida Keys","Montastrea cavernosa","no data","no record","no data","no data",389,"","usa_flo","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"3891",1030,"White-band disease",1980,24.683,-80.996,"Americas","U.S. Caribbean","Florida (USA)","","Florida Keys","Montastrea cavernosa","no data","no record","no data","no data",389,"","usa_flo","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"3892",1031,"White-band disease",1981,24.683,-80.996,"Americas","U.S. Caribbean","Florida (USA)","","Florida Keys","Montastrea cavernosa","no data","no record","no data","no data",389,"","usa_flo","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"3893",1032,"White-band disease",1982,24.683,-80.996,"Americas","U.S. Caribbean","Florida (USA)","","Florida Keys","Montastrea cavernosa","no data","no record","no data","no data",389,"","usa_flo","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"3894",1033,"White-band disease",1983,24.683,-80.996,"Americas","U.S. Caribbean","Florida (USA)","","Florida Keys","Montastrea cavernosa","no data","no record","no data","no data",389,"","usa_flo","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"3895",1034,"White-band disease",1984,24.683,-80.996,"Americas","U.S. Caribbean","Florida (USA)","","Florida Keys","Montastrea cavernosa","no data","no record","no data","no data",389,"","usa_flo","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"3896",1242,"White-band disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Favia fragum","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3897",1243,"White-band disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Favia fragum","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3898",1244,"White-band disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Favia fragum","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3899",1230,"White-band disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Porites astreoides","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3900",1231,"White-band disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Porites astreoides","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3901",1232,"White-band disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Porites astreoides","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3902",1218,"White-band disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Agaricia tenuifolia","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3903",1219,"White-band disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Agaricia tenuifolia","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3904",1220,"White-band disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Agaricia tenuifolia","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3905",1206,"White-band disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Agaricia agaricites","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3906",1207,"White-band disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Agaricia agaricites","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3907",1208,"White-band disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Agaricia agaricites","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3908",1194,"White-band disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora cervicornis","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3909",1195,"White-band disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora cervicornis","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3910",1196,"White-band disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora cervicornis","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3911",1182,"White-band disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora prolifera","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3912",1183,"White-band disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora prolifera","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3913",1184,"White-band disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora prolifera","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3914",1161,"Black-band Disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Gorgonia flabellum","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3915",1162,"Black-band Disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Gorgonia flabellum","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3916",1163,"Black-band Disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Gorgonia flabellum","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3917",1170,"White-band disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora palmata","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3918",1171,"White-band disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora palmata","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3919",1172,"White-band disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Acropora palmata","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3920",1254,"White-band disease",1978,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Mycetophyllia ferox","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3921",1255,"White-band disease",1979,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Mycetophyllia ferox","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3922",1256,"White-band disease",1980,28.019,-80.505,"Americas","U.S. Caribbean","Florida (USA)","","","Mycetophyllia ferox","no data","Few (2-50) colonies","no data","no data",760,"","usa_flo","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"3923",1732,"Black-band Disease",1996,25.0447,-80.3948,"Americas","U.S. Caribbean","Florida (USA)","Admiral","Florida Keys","Montastrea annularis","no data","no record","no data","no data",NA,"Florida Marine Research Institute, 1996","usa_flo",""
"3924",2026,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia natans","no data","Few (2-50) colonies","no data","no data",11937,"","usa_flo","Richardson, L.L., 1996. Horizontal and vertical migration patterns of Phormidium corallyticum and Beggiatoa spp. associated with black-band disease of corals. MICROBIAL ECOLOGY, Vol.32, pp.323-335"
"3925",2027,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Diploria strigosa","no data","Few (2-50) colonies","no data","no data",11937,"","usa_flo","Richardson, L.L., 1996. Horizontal and vertical migration patterns of Phormidium corallyticum and Beggiatoa spp. associated with black-band disease of corals. MICROBIAL ECOLOGY, Vol.32, pp.323-335"
"3926",1127,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Montastrea annularis","no data","Single (1) colony","no data","no data",11937,"","usa_flo","Richardson, L.L., 1996. Horizontal and vertical migration patterns of Phormidium corallyticum and Beggiatoa spp. associated with black-band disease of corals. MICROBIAL ECOLOGY, Vol.32, pp.323-335"
"3927",348,"Black-band Disease",NA,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia natans","no data","no record","no data","no data",6500,"","usa_flo","Carlton, R.G. and L.L. Richardson, 1995. Oxygen and sulfide dynamics in a horizontally migrating cyanobacterial mat: Black band disease of corals FEMS Microbiology Ecology 18: 155-162."
"3928",349,"Black-band Disease",NA,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Montastrea annularis","no data","no record","no data","no data",6500,"","usa_flo","Carlton, R.G. and L.L. Richardson, 1995. Oxygen and sulfide dynamics in a horizontally migrating cyanobacterial mat: Black band disease of corals FEMS Microbiology Ecology 18: 155-162."
"3929",400,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Diploria strigosa","no data","no record","no data","no data",9526,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1997. Black band disease and the fate of diseased coral colonies in the Florida Keys, p. 575-578. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
"3930",401,"Black-band Disease",1992,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Diploria strigosa","no data","no record","no data","no data",9526,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1997. Black band disease and the fate of diseased coral colonies in the Florida Keys, p. 575-578. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
"3931",402,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Montastrea cavernosa","no data","no record","no data","no data",9526,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1997. Black band disease and the fate of diseased coral colonies in the Florida Keys, p. 575-578. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
"3932",403,"Black-band Disease",1992,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Montastrea cavernosa","no data","no record","no data","no data",9526,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1997. Black band disease and the fate of diseased coral colonies in the Florida Keys, p. 575-578. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
"3933",404,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia natans","no data","no record","no data","no data",9526,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1997. Black band disease and the fate of diseased coral colonies in the Florida Keys, p. 575-578. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
"3934",405,"Black-band Disease",1992,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia natans","no data","no record","no data","no data",9526,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1997. Black band disease and the fate of diseased coral colonies in the Florida Keys, p. 575-578. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
"3935",410,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Montastrea cavernosa","no data","Many (50+) colonies","no data","no data",11920,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1994. Distribution and frequency patterns of black band disease in the Northern Florida Keys. BULLETIN OF MARINE SCIENCE Vol.54, No.3, p.1078"
"3936",411,"Black-band Disease",1992,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Montastrea cavernosa","no data","Many (50+) colonies","no data","no data",11920,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1994. Distribution and frequency patterns of black band disease in the Northern Florida Keys. BULLETIN OF MARINE SCIENCE Vol.54, No.3, p.1078"
"3937",416,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Diploria strigosa","no data","Many (50+) colonies","no data","no data",11920,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1994. Distribution and frequency patterns of black band disease in the Northern Florida Keys. BULLETIN OF MARINE SCIENCE Vol.54, No.3, p.1078"
"3938",417,"Black-band Disease",1992,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Diploria strigosa","no data","Many (50+) colonies","no data","no data",11920,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1994. Distribution and frequency patterns of black band disease in the Northern Florida Keys. BULLETIN OF MARINE SCIENCE Vol.54, No.3, p.1078"
"3939",422,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia natans","no data","Many (50+) colonies","no data","no data",11920,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1994. Distribution and frequency patterns of black band disease in the Northern Florida Keys. BULLETIN OF MARINE SCIENCE Vol.54, No.3, p.1078"
"3940",423,"Black-band Disease",1992,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia natans","no data","Many (50+) colonies","no data","no data",11920,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1994. Distribution and frequency patterns of black band disease in the Northern Florida Keys. BULLETIN OF MARINE SCIENCE Vol.54, No.3, p.1078"
"3941",428,"Black-band Disease",1991,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia breviseriali","no data","Many (50+) colonies","no data","no data",11920,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1994. Distribution and frequency patterns of black band disease in the Northern Florida Keys. BULLETIN OF MARINE SCIENCE Vol.54, No.3, p.1078"
"3942",429,"Black-band Disease",1992,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia breviseriali","no data","Many (50+) colonies","no data","no data",11920,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1994. Distribution and frequency patterns of black band disease in the Northern Florida Keys. BULLETIN OF MARINE SCIENCE Vol.54, No.3, p.1078"
"3943",437,"Black-band Disease",1994,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Montastrea spp.","no data","no record","no data","no data",11935,"","usa_flo","Richardson, L.L., 1997. Occurrence of the black band disease cyanobacterium on healthy corals of the Florida Keys. BULLETIN OF MARINE SCIENCE, Vol.61, No.2, pp.485-490"
"3944",438,"Black-band Disease",1994,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Diploria spp.","no data","no record","no data","no data",11935,"","usa_flo","Richardson, L.L., 1997. Occurrence of the black band disease cyanobacterium on healthy corals of the Florida Keys. BULLETIN OF MARINE SCIENCE, Vol.61, No.2, pp.485-490"
"3945",439,"Black-band Disease",1994,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia spp.","no data","no record","no data","no data",11935,"","usa_flo","Richardson, L.L., 1997. Occurrence of the black band disease cyanobacterium on healthy corals of the Florida Keys. BULLETIN OF MARINE SCIENCE, Vol.61, No.2, pp.485-490"
"3946",177,"Black-band Disease",1992,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia natans","2.1","Few (2-50) colonies","no data","0.0006",11921,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1996. Abundance and distribution of black band disease on coral reefs in the northern Florida Keys. CORAL REEFS, Vol.15, pp.219-223"
"3947",178,"Black-band Disease",1993,25.1467,-80.2933,"Americas","U.S. Caribbean","Florida (USA)","Algae Reef","Key Largo","Colpophyllia natans","2.1","Few (2-50) colonies","no data","0.0006",11921,"","usa_flo","Kuta, K.G. and L.L. Richardson, 1996. Abundance and distribution of black band disease on coral reefs in the northern Florida Keys. CORAL REEFS, Vol.15, pp.219-223"
"3948",809,"Disease unspecified",1985,25.209,-80.324,"Americas","U.S. Caribbean","Florida (USA)","Alina's Reef","Miami","Acropora palmata","1.31","Few (2-50) colonies","10.5","no data",11915,"","usa_flo","Glynn, P. W., A. M. Szmant, E. F. Corcoran, and S. V. Cofer-Shabica, 1989. Condition of coral reef cnidarians from the Northern Florida reef tract: pesticides, heavy metals, and histopathological examination. MARINE POLLUTION BULLETIN, 1989, Vol.20, No.11, pp.568-576"
"3949",810,"Disease unspecified",1985,25.209,-80.324,"Americas","U.S. Caribbean","Florida (USA)","Alina's Reef","Miami","Diploria strigosa","1.31","Few (2-50) colonies","10.5","no data",11915,"","usa_flo","Glynn, P. W., A. M. Szmant, E. F. Corcoran, and S. V. Cofer-Shabica, 1989. Condition of coral reef cnidarians from the Northern Florida reef tract: pesticides, heavy metals, and histopathological examination. MARINE POLLUTION BULLETIN, 1989, Vol.20, No.11, pp.568-576"
"3950",811,"Disease unspecified",1985,25.209,-80.324,"Americas","U.S. Caribbean","Florida (USA)","Alina's Reef","Miami","Montastrea annularis","1.31","Few (2-50) colonies","10.5","no data",11915,"","usa_flo","Glynn, P. W., A. M. Szmant, E. F. Corcoran, and S. V. Cofer-Shabica, 1989. Condition of coral reef cnidarians from the Northern Florida reef tract: pesticides, heavy metals, and histopathological examination. MARINE POLLUTION BULLETIN, 1989, Vol.20, No.11, pp.568-576"
